0.194	0.0	
0.712	0.0	
0.194	0.002	
0.712	0.002	
0.194	0.004	
0.71	0.004	
0.194	0.006	
0.71	0.006	
0.192	0.008	
0.708	0.008	
0.192	0.01	
0.708	0.01	
0.192	0.012	
0.708	0.012	
0.192	0.014	
0.706	0.014	
0.192	0.016	
0.706	0.016	
0.192	0.018	
0.706	0.018	
0.192	0.02	
0.704	0.02	
0.192	0.022	
0.704	0.022	
0.19	0.024	
0.704	0.024	
0.19	0.026	
0.702	0.026	
0.19	0.028	
0.702	0.028	
0.19	0.03	
0.702	0.03	
0.19	0.032	
0.7	0.032	
0.19	0.034	
0.7	0.034	
0.19	0.036	
0.7	0.036	
0.19	0.038	
0.698	0.038	
0.188	0.04	
0.698	0.04	
0.188	0.042	
0.698	0.042	
0.188	0.044	
0.696	0.044	
0.188	0.046	
0.696	0.046	
0.188	0.048	
0.694	0.048	
0.188	0.05	
0.694	0.05	
0.188	0.052	
0.694	0.052	
0.188	0.054	
0.692	0.054	
0.186	0.056	
0.692	0.056	
0.186	0.058	
0.692	0.058	
0.186	0.06	
0.69	0.06	
0.186	0.062	
0.69	0.062	
0.186	0.064	
0.69	0.064	
0.186	0.066	
0.688	0.066	
0.186	0.068	
0.688	0.068	
0.186	0.07	
0.688	0.07	
0.184	0.072	
0.686	0.072	
0.184	0.074	
0.686	0.074	
0.184	0.076	
0.686	0.076	
0.184	0.078	
0.684	0.078	
0.184	0.08	
0.684	0.08	
0.184	0.082	
0.682	0.082	
0.184	0.084	
0.682	0.084	
0.184	0.086	
0.682	0.086	
0.184	0.088	
0.68	0.088	
0.182	0.09	
0.68	0.09	
0.182	0.092	
0.68	0.092	
0.182	0.094	
0.678	0.094	
0.182	0.096	
0.678	0.096	
0.182	0.098	
0.678	0.098	
0.182	0.1	
0.676	0.1	
0.182	0.102	
0.676	0.102	
0.182	0.104	
0.676	0.104	
0.182	0.106	
0.674	0.106	
0.18	0.108	
0.674	0.108	
0.18	0.11	
0.674	0.11	
0.18	0.112	
0.672	0.112	
0.18	0.114	
0.672	0.114	
0.18	0.116	
0.672	0.116	
0.18	0.118	
0.67	0.118	
0.18	0.12	
0.67	0.12	
0.18	0.122	
0.668	0.122	
0.18	0.124	
0.668	0.124	
0.178	0.126	
0.668	0.126	
0.178	0.128	
0.666	0.128	
0.178	0.13	
0.666	0.13	
0.178	0.132	
0.666	0.132	
0.178	0.134	
0.664	0.134	
0.178	0.136	
0.664	0.136	
0.178	0.138	
0.664	0.138	
0.178	0.14	
0.662	0.14	
0.178	0.142	
0.662	0.142	
0.176	0.144	
0.662	0.144	
0.176	0.146	
0.66	0.146	
0.176	0.148	
0.66	0.148	
0.176	0.15	
0.66	0.15	
0.176	0.152	
0.658	0.152	
0.176	0.154	
0.658	0.154	
0.176	0.156	
0.658	0.156	
0.176	0.158	
0.656	0.158	
0.176	0.16	
0.656	0.16	
0.176	0.162	
0.656	0.162	
0.174	0.164	
0.654	0.164	
0.174	0.166	
0.654	0.166	
0.174	0.168	
0.652	0.168	
0.174	0.17	
0.652	0.17	
0.174	0.172	
0.652	0.172	
0.174	0.174	
0.65	0.174	
0.174	0.176	
0.65	0.176	
0.174	0.178	
0.65	0.178	
0.174	0.18	
0.648	0.18	
0.174	0.182	
0.648	0.182	
0.174	0.184	
0.648	0.184	
0.172	0.186	
0.646	0.186	
0.172	0.188	
0.646	0.188	
0.172	0.19	
0.646	0.19	
0.172	0.192	
0.644	0.192	
0.172	0.194	
0.644	0.194	
0.172	0.196	
0.644	0.196	
0.172	0.198	
0.642	0.198	
0.172	0.2	
0.642	0.2	
0.172	0.202	
0.642	0.202	
0.172	0.204	
0.64	0.204	
0.172	0.206	
0.64	0.206	
0.172	0.208	
0.64	0.208	
0.17	0.21	
0.638	0.21	
0.17	0.212	
0.638	0.212	
0.17	0.214	
0.638	0.214	
0.17	0.216	
0.636	0.216	
0.17	0.218	
0.636	0.218	
0.17	0.22	
0.636	0.22	
0.17	0.222	
0.634	0.222	
0.17	0.224	
0.634	0.224	
0.17	0.226	
0.632	0.226	
0.17	0.228	
0.632	0.228	
0.17	0.23	
0.632	0.23	
0.17	0.232	
0.63	0.232	
0.17	0.234	
0.63	0.234	
0.17	0.236	
0.63	0.236	
0.168	0.238	
0.628	0.238	
0.168	0.24	
0.628	0.24	
0.168	0.242	
0.628	0.242	
0.168	0.244	
0.626	0.244	
0.168	0.246	
0.626	0.246	
0.168	0.248	
0.626	0.248	
0.168	0.25	
0.624	0.25	
0.168	0.252	
0.624	0.252	
0.168	0.254	
0.624	0.254	
0.168	0.256	
0.622	0.256	
0.168	0.258	
0.622	0.258	
0.168	0.26	
0.622	0.26	
0.168	0.262	
0.62	0.262	
0.168	0.264	
0.62	0.264	
0.168	0.266	
0.62	0.266	
0.168	0.268	
0.618	0.268	
