0.022	0.0	
0.646	0.0	
0.024	0.002	
0.646	0.002	
0.026	0.004	
0.646	0.004	
0.028	0.006	
0.646	0.006	
0.03	0.008	
0.646	0.008	
0.032	0.01	
0.646	0.01	
0.032	0.012	
0.644	0.012	
0.034	0.014	
0.644	0.014	
0.036	0.016	
0.644	0.016	
0.038	0.018	
0.644	0.018	
0.04	0.02	
0.644	0.02	
0.042	0.022	
0.644	0.022	
0.044	0.024	
0.644	0.024	
0.044	0.026	
0.644	0.026	
0.046	0.028	
0.642	0.028	
0.048	0.03	
0.642	0.03	
0.05	0.032	
0.642	0.032	
0.052	0.034	
0.642	0.034	
0.052	0.036	
0.642	0.036	
0.054	0.038	
0.642	0.038	
0.056	0.04	
0.642	0.04	
0.058	0.042	
0.642	0.042	
0.06	0.044	
0.64	0.044	
0.06	0.046	
0.64	0.046	
0.062	0.048	
0.64	0.048	
0.064	0.05	
0.64	0.05	
0.066	0.052	
0.64	0.052	
0.068	0.054	
0.64	0.054	
0.068	0.056	
0.64	0.056	
0.07	0.058	
0.638	0.058	
0.072	0.06	
0.638	0.06	
0.074	0.062	
0.638	0.062	
0.076	0.064	
0.638	0.064	
0.076	0.066	
0.638	0.066	
0.078	0.068	
0.638	0.068	
0.08	0.07	
0.638	0.07	
0.082	0.072	
0.636	0.072	
0.082	0.074	
0.636	0.074	
0.084	0.076	
0.636	0.076	
0.086	0.078	
0.636	0.078	
0.086	0.08	
0.636	0.08	
0.088	0.082	
0.636	0.082	
0.09	0.084	
0.634	0.084	
0.092	0.086	
0.634	0.086	
0.092	0.088	
0.634	0.088	
0.094	0.09	
0.634	0.09	
0.096	0.092	
0.634	0.092	
0.096	0.094	
0.634	0.094	
0.098	0.096	
0.634	0.096	
0.1	0.098	
0.632	0.098	
0.102	0.1	
0.632	0.1	
0.102	0.102	
0.632	0.102	
0.104	0.104	
0.632	0.104	
0.106	0.106	
0.632	0.106	
0.106	0.108	
0.632	0.108	
0.108	0.11	
0.632	0.11	
0.108	0.112	
0.63	0.112	
0.11	0.114	
0.63	0.114	
0.112	0.116	
0.63	0.116	
0.112	0.118	
0.63	0.118	
0.114	0.12	
0.63	0.12	
0.116	0.122	
0.63	0.122	
0.116	0.124	
0.628	0.124	
0.118	0.126	
0.628	0.126	
0.118	0.128	
0.628	0.128	
0.12	0.13	
0.628	0.13	
0.122	0.132	
0.628	0.132	
0.122	0.134	
0.628	0.134	
0.124	0.136	
0.626	0.136	
0.124	0.138	
0.626	0.138	
0.126	0.14	
0.626	0.14	
0.126	0.142	
0.626	0.142	
0.128	0.144	
0.626	0.144	
0.13	0.146	
0.626	0.146	
0.13	0.148	
0.624	0.148	
0.132	0.15	
0.624	0.15	
0.132	0.152	
0.624	0.152	
0.134	0.154	
0.624	0.154	
0.134	0.156	
0.624	0.156	
0.136	0.158	
0.624	0.158	
0.136	0.16	
0.624	0.16	
0.138	0.162	
0.622	0.162	
0.138	0.164	
0.622	0.164	
0.14	0.166	
0.622	0.166	
0.14	0.168	
0.622	0.168	
0.142	0.17	
0.622	0.17	
0.142	0.172	
0.622	0.172	
0.144	0.174	
0.62	0.174	
0.144	0.176	
0.62	0.176	
0.146	0.178	
0.62	0.178	
0.146	0.18	
0.62	0.18	
0.148	0.182	
0.62	0.182	
0.148	0.184	
0.618	0.184	
0.15	0.186	
0.618	0.186	
0.15	0.188	
0.618	0.188	
0.152	0.19	
0.618	0.19	
0.152	0.192	
0.618	0.192	
0.152	0.194	
0.618	0.194	
0.154	0.196	
0.616	0.196	
0.154	0.198	
0.616	0.198	
0.156	0.2	
0.616	0.2	
0.156	0.202	
0.616	0.202	
0.158	0.204	
0.616	0.204	
0.158	0.206	
0.616	0.206	
0.158	0.208	
0.614	0.208	
0.16	0.21	
0.614	0.21	
0.16	0.212	
0.614	0.212	
0.162	0.214	
0.614	0.214	
